SubjID,Cond_code,Seq,FB,All_Items,Correct,Incorr,Remain,ElapTime,psgpH,psgpM,psgpL,EAPsgp,MAPsgp,pargH,pargM,pargL,EAParg,MAParg,pcrH,pcrM,pcrL,EAPcr,MAPcr,pdtH,pdtM,pdtL,EAPdt,MAPdt,pexaH,pexaM,pexaL,EAPexa,MAPexa,pexpH,pexpM,pexpL,EAPexp,MAPexp,pextH,pextM,pextL,EAPext,MAPext,pindH,pindM,pindL,EAPind,MAPind,pmodH,pmodM,pmodL,EAPmod,MAPmod,precH,precM,precL,EAPrec,MAPrec,ptabH,ptabM,ptabL,EAPtab,MAPtab,pverH,pverM,pverL,EAPver,MAPver,ppicH,ppicM,ppicL,EAPpic,MAPpic
S119,1,2,2,63,28,35,0,0.01984953704,0.063,0.853,0.084,1.021,2,0.006,0.090,0.904,1.899,1,0.95,0.048,0,0.05,3,0.214,0.304,0.482,1.268,1,0.006,0.149,0.845,1.839,1,0.000,0.010,0.99,1.990,1,0.97,0.03,0,0.03,3,0.226,0.497,0.277,1.05,2,0.009,0.165,0.827,1.818,1,0.065,0.433,0.503,1.438,1,0.000,0.040,0.960,1.959,1,0.440,0.412,0.148,0.707,3,0.215,0.53,0.255,1.040,2
S120,2,2,1,63,35,28,0,0.03104166667,0.316,0.675,0.009,0.693,2,0.013,0.075,0.912,1.899,1,0.98,0.020,0,0.02,3,0.246,0.317,0.437,1.191,1,0.068,0.373,0.559,1.491,1,0.007,0.099,0.89,1.887,1,0.98,0.02,0,0.02,3,0.112,0.376,0.512,1.40,1,0.499,0.403,0.098,0.599,3,0.067,0.429,0.505,1.438,1,0.603,0.348,0.049,0.446,3,0.134,0.379,0.487,1.353,1,0.027,0.27,0.702,1.675,1
S121,3,1,1,63,40,23,0,0.02342592593,0.790,0.210,0.000,0.211,3,0.058,0.202,0.740,1.682,1,1.00,0.005,0,0.01,3,0.290,0.330,0.380,1.091,1,0.585,0.358,0.057,0.471,3,0.009,0.118,0.87,1.863,1,1.00,0.00,0,0.00,3,0.231,0.415,0.354,1.12,2,0.504,0.410,0.086,0.582,3,0.464,0.458,0.078,0.614,3,0.735,0.243,0.022,0.287,3,0.198,0.394,0.408,1.210,1,0.003,0.11,0.888,1.885,1
S122,1,2,2,63,34,29,0,0.02802083333,0.078,0.850,0.072,0.993,2,0.009,0.081,0.911,1.902,1,0.96,0.043,0,0.05,3,0.217,0.305,0.478,1.260,1,0.545,0.386,0.069,0.525,3,0.000,0.013,0.99,1.987,1,0.97,0.03,0,0.03,3,0.060,0.284,0.656,1.60,1,0.036,0.289,0.675,1.639,1,0.381,0.525,0.095,0.714,2,0.386,0.484,0.131,0.745,2,0.073,0.302,0.625,1.553,1,0.009,0.18,0.806,1.797,1
S123,2,2,1,63,42,20,1,0.03083333333,0.983,0.017,0.000,0.017,3,0.105,0.361,0.535,1.430,1,1.00,0.000,0,0.00,3,0.307,0.336,0.358,1.051,1,0.841,0.153,0.005,0.164,3,0.008,0.138,0.86,1.847,1,1.00,0.00,0,0.00,3,0.585,0.342,0.073,0.49,3,0.396,0.490,0.114,0.719,2,0.563,0.379,0.058,0.495,3,0.900,0.098,0.003,0.103,3,0.618,0.309,0.072,0.454,3,0.543,0.40,0.060,0.517,3
S124,3,1,1,63,33,30,0,0.02880787037,0.054,0.877,0.069,1.016,2,0.008,0.091,0.901,1.892,1,0.99,0.008,0,0.01,3,0.215,0.305,0.480,1.265,1,0.006,0.148,0.846,1.840,1,0.001,0.029,0.97,1.969,1,0.99,0.01,0,0.01,3,0.210,0.487,0.303,1.09,2,0.055,0.342,0.604,1.549,1,0.067,0.432,0.501,1.434,1,0.068,0.411,0.521,1.453,1,0.401,0.421,0.179,0.778,2,0.006,0.16,0.835,1.828,1
S125,1,2,2,63,18,45,0,0.01072916667,0.000,0.006,0.994,1.994,1,0.000,0.005,0.995,1.995,1,0.21,0.653,0,0.93,2,0.098,0.228,0.674,1.576,1,0.000,0.010,0.990,1.990,1,0.008,0.131,0.86,1.852,1,0.10,0.79,0,1.02,2,0.001,0.036,0.963,1.96,1,0.000,0.025,0.975,1.975,1,0.001,0.102,0.896,1.895,1,0.066,0.371,0.562,1.496,1,0.003,0.109,0.888,1.886,1,0.000,0.04,0.964,1.964,1
S126,2,2,1,63,8,55,0,0.01664351852,0.000,0.000,1.000,2.000,1,0.000,0.001,0.999,1.999,1,0.02,0.402,1,1.56,1,0.097,0.227,0.675,1.578,1,0.000,0.010,0.990,1.990,1,0.000,0.001,1.00,1.999,1,0.02,0.67,0,1.30,2,0.000,0.017,0.983,1.98,1,0.000,0.006,0.994,1.994,1,0.001,0.101,0.897,1.896,1,0.011,0.170,0.819,1.808,1,0.000,0.038,0.962,1.961,1,0.000,0.02,0.977,1.977,1
S127,3,1,1,63,34,29,0,0.02849537037,0.052,0.877,0.072,1.020,2,0.040,0.248,0.712,1.671,1,0.96,0.044,0,0.05,3,0.215,0.304,0.481,1.266,1,0.001,0.064,0.935,1.934,1,0.000,0.027,0.97,1.972,1,0.99,0.01,0,0.01,3,0.230,0.393,0.376,1.15,2,0.152,0.443,0.405,1.254,2,0.851,0.145,0.004,0.153,3,0.872,0.124,0.004,0.132,3,0.306,0.398,0.296,0.989,2,0.000,0.04,0.955,1.955,1
S128,1,2,2,63,27,36,0,0.02828703704,0.019,0.718,0.263,1.245,2,0.000,0.008,0.992,1.992,1,0.90,0.100,0,0.11,3,0.189,0.288,0.523,1.335,1,0.456,0.411,0.133,0.677,3,0.000,0.007,0.99,1.993,1,0.65,0.34,0,0.36,3,0.011,0.167,0.823,1.81,1,0.010,0.161,0.828,1.818,1,0.008,0.229,0.762,1.754,1,0.314,0.496,0.190,0.876,2,0.017,0.193,0.790,1.773,1,0.004,0.12,0.876,1.873,1
S129,2,2,1,63,47,15,1,0.02905092593,0.998,0.002,0.000,0.002,3,0.081,0.321,0.597,1.516,1,1.00,0.000,0,0.00,3,0.308,0.336,0.356,1.048,1,0.936,0.063,0.001,0.065,3,0.005,0.105,0.89,1.885,1,1.00,0.00,0,0.00,3,0.491,0.393,0.116,0.63,3,0.439,0.465,0.096,0.657,2,0.531,0.405,0.064,0.533,3,0.660,0.306,0.035,0.375,3,0.500,0.373,0.127,0.627,3,0.897,0.10,0.002,0.105,3
S130,3,1,1,63,30,33,0,0.02537037037,0.078,0.751,0.171,1.092,2,0.000,0.015,0.985,1.984,1,0.75,0.224,0,0.28,3,0.205,0.297,0.498,1.292,1,0.105,0.429,0.466,1.361,1,0.000,0.006,0.99,1.994,1,0.95,0.05,0,0.05,3,0.013,0.179,0.808,1.80,1,0.176,0.438,0.385,1.209,2,0.041,0.424,0.535,1.494,1,0.802,0.188,0.010,0.209,3,0.016,0.179,0.805,1.788,1,0.025,0.27,0.706,1.681,1
S131,1,2,2,63,37,26,0,0.02811342593,0.892,0.108,0.000,0.108,3,0.034,0.212,0.755,1.721,1,1.00,0.003,0,0.00,3,0.299,0.333,0.368,1.069,1,0.814,0.176,0.009,0.195,3,0.001,0.032,0.97,1.967,1,0.99,0.01,0,0.01,3,0.268,0.446,0.287,1.02,2,0.500,0.421,0.079,0.579,3,0.453,0.467,0.080,0.626,2,0.130,0.459,0.410,1.280,2,0.252,0.419,0.329,1.076,2,0.500,0.42,0.081,0.581,3
S132,2,2,1,63,24,39,0,0.02533564815,0.000,0.112,0.888,1.888,1,0.001,0.015,0.985,1.984,1,0.28,0.599,0,0.84,2,0.111,0.236,0.653,1.542,1,0.000,0.015,0.985,1.984,1,0.000,0.008,0.99,1.992,1,0.92,0.08,0,0.08,3,0.017,0.143,0.839,1.82,1,0.004,0.076,0.920,1.917,1,0.041,0.423,0.535,1.494,1,0.113,0.445,0.441,1.328,2,0.052,0.341,0.608,1.556,1,0.001,0.06,0.934,1.933,1
S133,3,1,1,63,37,26,0,0.02951388889,0.004,0.455,0.541,1.537,1,0.068,0.139,0.793,1.725,1,0.82,0.180,0,0.19,3,0.154,0.265,0.582,1.428,1,0.050,0.304,0.647,1.597,1,0.209,0.375,0.42,1.208,1,0.96,0.04,0,0.04,3,0.046,0.183,0.771,1.73,1,0.071,0.295,0.634,1.563,1,0.247,0.522,0.231,0.983,2,0.756,0.227,0.017,0.261,3,0.033,0.193,0.774,1.740,1,0.008,0.17,0.824,1.816,1
S134,1,2,2,63,29,34,0,0.02781250000,0.005,0.411,0.584,1.579,1,0.001,0.026,0.973,1.972,1,0.47,0.445,0,0.61,3,0.148,0.261,0.590,1.442,1,0.000,0.031,0.968,1.968,1,0.018,0.185,0.80,1.778,1,0.98,0.02,0,0.02,3,0.028,0.202,0.769,1.74,1,0.053,0.272,0.675,1.622,1,0.002,0.108,0.890,1.887,1,0.066,0.384,0.550,1.485,1,0.060,0.329,0.611,1.551,1,0.287,0.49,0.222,0.934,2
S135,2,2,1,63,39,24,0,0.02355324074,0.878,0.122,0.000,0.122,3,0.091,0.469,0.441,1.350,2,1.00,0.003,0,0.00,3,0.297,0.333,0.370,1.072,1,0.619,0.337,0.043,0.424,3,0.000,0.032,0.97,1.968,1,1.00,0.00,0,0.00,3,0.630,0.303,0.067,0.44,3,0.648,0.320,0.032,0.384,3,0.895,0.103,0.002,0.107,3,0.025,0.265,0.710,1.686,1,0.674,0.269,0.056,0.382,3,0.255,0.52,0.230,0.975,2
S136,3,1,1,63,43,18,2,0.00000036169,0.896,0.104,0.000,0.104,3,0.067,0.247,0.686,1.619,1,1.00,0.001,0,0.00,3,0.299,0.333,0.368,1.069,1,0.920,0.079,0.002,0.082,3,0.011,0.132,0.86,1.847,1,1.00,0.00,0,0.00,3,0.458,0.405,0.137,0.68,3,0.177,0.504,0.320,1.143,2,0.292,0.504,0.205,0.913,2,0.934,0.065,0.001,0.067,3,0.501,0.366,0.132,0.631,3,0.032,0.29,0.676,1.644,1
S140,1,2,2,63,15,17,31,0.00000036169,0.009,0.544,0.447,1.438,2,0.046,0.104,0.851,1.805,1,0.84,0.152,0,0.17,3,0.165,0.273,0.562,1.397,1,0.035,0.190,0.774,1.739,1,0.035,0.102,0.86,1.827,1,0.73,0.26,0,0.29,3,0.122,0.300,0.577,1.46,1,0.242,0.410,0.348,1.105,2,0.269,0.401,0.331,1.062,2,0.120,0.405,0.476,1.356,1,0.191,0.404,0.405,1.214,1,0.010,0.16,0.835,1.825,1
S141,2,2,1,63,41,21,1,0.02711805556,0.983,0.017,0.000,0.017,3,0.117,0.384,0.499,1.382,1,1.00,0.001,0,0.00,3,0.307,0.336,0.358,1.051,1,0.660,0.313,0.027,0.367,3,0.008,0.145,0.85,1.839,1,1.00,0.00,0,0.00,3,0.469,0.382,0.149,0.68,3,0.165,0.507,0.328,1.163,2,0.887,0.110,0.003,0.116,3,0.587,0.359,0.055,0.468,3,0.428,0.388,0.184,0.756,3,0.773,0.22,0.013,0.240,3
S142,3,1,1,63,25,38,0,0.02872685185,0.001,0.225,0.774,1.773,1,0.001,0.014,0.985,1.985,1,0.55,0.419,0,0.48,3,0.125,0.246,0.629,1.504,1,0.028,0.226,0.746,1.718,1,0.000,0.008,0.99,1.992,1,0.45,0.53,0,0.57,2,0.005,0.079,0.916,1.91,1,0.003,0.072,0.925,1.922,1,0.141,0.579,0.280,1.139,2,0.091,0.411,0.499,1.408,1,0.008,0.144,0.847,1.839,1,0.000,0.02,0.981,1.981,1
S143,1,2,2,63,34,27,2,0.00000036169,0.926,0.074,0.000,0.074,3,0.000,0.023,0.976,1.976,1,1.00,0.002,0,0.00,3,0.302,0.334,0.364,1.063,1,0.824,0.168,0.008,0.184,3,0.000,0.015,0.99,1.985,1,1.00,0.00,0,0.00,3,0.089,0.449,0.462,1.37,1,0.251,0.527,0.223,0.972,2,0.002,0.107,0.891,1.889,1,0.090,0.421,0.489,1.398,1,0.085,0.366,0.550,1.465,1,0.564,0.38,0.058,0.494,3
S144,2,2,1,63,41,7,15,0.00000036169,0.995,0.005,0.000,0.005,3,0.644,0.299,0.057,0.413,3,1.00,0.000,0,0.00,3,0.308,0.336,0.356,1.048,1,0.845,0.150,0.005,0.160,3,0.580,0.309,0.11,0.532,3,1.00,0.00,0,0.00,3,0.878,0.116,0.007,0.13,3,0.677,0.300,0.023,0.346,3,0.975,0.025,0.000,0.026,3,0.974,0.026,0.000,0.026,3,0.811,0.177,0.012,0.202,3,0.452,0.46,0.092,0.640,2
S145,3,1,1,63,19,44,0,0.02452546296,0.000,0.051,0.948,1.948,1,0.001,0.014,0.985,1.984,1,0.46,0.500,0,0.58,2,0.104,0.231,0.665,1.561,1,0.000,0.031,0.969,1.968,1,0.000,0.019,0.98,1.981,1,0.02,0.64,0,1.32,2,0.005,0.068,0.927,1.92,1,0.000,0.010,0.990,1.990,1,0.142,0.578,0.280,1.139,2,0.001,0.047,0.952,1.951,1,0.011,0.183,0.806,1.794,1,0.000,0.03,0.974,1.973,1
S146,1,2,2,63,20,23,20,0.00000036169,0.043,0.736,0.221,1.178,2,0.003,0.034,0.963,1.959,1,0.71,0.255,0,0.32,3,0.196,0.292,0.512,1.316,1,0.245,0.479,0.275,1.030,2,0.000,0.014,0.99,1.985,1,0.94,0.06,0,0.06,3,0.022,0.193,0.785,1.76,1,0.306,0.439,0.255,0.949,2,0.201,0.429,0.370,1.169,2,0.095,0.433,0.473,1.378,1,0.027,0.214,0.759,1.731,1,0.003,0.10,0.900,1.897,1
S147,2,2,1,63,38,24,1,0.02862268519,0.957,0.043,0.000,0.043,3,0.070,0.357,0.574,1.504,1,0.99,0.013,0,0.02,3,0.305,0.335,0.361,1.056,1,0.834,0.160,0.006,0.173,3,0.001,0.048,0.95,1.951,1,1.00,0.00,0,0.00,3,0.461,0.395,0.145,0.68,3,0.434,0.465,0.101,0.668,2,0.735,0.249,0.016,0.281,3,0.846,0.148,0.007,0.161,3,0.455,0.384,0.162,0.707,3,0.407,0.48,0.119,0.712,2
S148,3,1,1,63,40,23,0,0.02197916667,0.774,0.226,0.001,0.227,3,0.228,0.428,0.344,1.117,2,1.00,0.002,0,0.00,3,0.288,0.330,0.382,1.094,1,0.579,0.362,0.059,0.480,3,0.661,0.271,0.07,0.407,3,0.99,0.01,0,0.01,3,0.517,0.338,0.145,0.63,3,0.091,0.430,0.479,1.388,1,0.198,0.374,0.429,1.231,1,0.914,0.084,0.002,0.088,3,0.451,0.378,0.171,0.720,3,0.008,0.17,0.821,1.814,1
S149,1,2,2,63,42,20,1,0.02216435185,0.743,0.257,0.001,0.258,3,0.259,0.422,0.319,1.059,2,0.99,0.007,0,0.01,3,0.285,0.329,0.386,1.100,1,0.769,0.214,0.016,0.247,3,0.067,0.356,0.58,1.509,1,1.00,0.00,0,0.00,3,0.640,0.277,0.083,0.44,3,0.404,0.463,0.133,0.730,2,0.920,0.078,0.002,0.082,3,0.607,0.341,0.052,0.444,3,0.641,0.284,0.076,0.435,3,0.007,0.16,0.830,1.823,1
S150,2,2,1,63,32,31,0,0.03062500000,0.065,0.823,0.112,1.046,2,0.019,0.160,0.821,1.802,1,0.94,0.055,0,0.06,3,0.211,0.302,0.487,1.276,1,0.106,0.449,0.445,1.339,2,0.000,0.008,0.99,1.992,1,0.98,0.02,0,0.02,3,0.184,0.402,0.414,1.23,1,0.095,0.390,0.515,1.420,1,0.422,0.492,0.086,0.665,2,0.331,0.499,0.169,0.838,2,0.278,0.415,0.307,1.029,2,0.004,0.12,0.875,1.871,1
S151,3,1,1,63,29,34,0,0.02196759259,0.217,0.755,0.028,0.812,2,0.001,0.019,0.981,1.980,1,0.97,0.028,0,0.03,3,0.235,0.312,0.453,1.218,1,0.358,0.485,0.158,0.800,2,0.001,0.036,0.96,1.963,1,0.49,0.46,0,0.57,3,0.030,0.271,0.698,1.67,1,0.239,0.485,0.276,1.037,2,0.010,0.232,0.758,1.748,1,0.408,0.459,0.133,0.726,2,0.037,0.260,0.703,1.666,1,0.003,0.11,0.889,1.886,1
S152,1,2,2,63,31,21,11,0.00000036169,0.749,0.250,0.001,0.252,3,0.001,0.036,0.962,1.961,1,1.00,0.003,0,0.00,3,0.286,0.329,0.385,1.099,1,0.570,0.367,0.063,0.494,3,0.005,0.052,0.94,1.938,1,1.00,0.00,0,0.00,3,0.118,0.446,0.436,1.32,2,0.302,0.496,0.202,0.900,2,0.003,0.110,0.887,1.884,1,0.635,0.322,0.043,0.408,3,0.127,0.399,0.474,1.347,1,0.096,0.43,0.469,1.373,1
S153,2,2,1,63,22,41,0,0.01916666667,0.000,0.003,0.997,1.997,1,0.001,0.019,0.980,1.978,1,0.21,0.655,0,0.93,2,0.098,0.227,0.675,1.577,1,0.001,0.064,0.935,1.933,1,0.002,0.050,0.95,1.946,1,0.03,0.66,0,1.29,2,0.001,0.028,0.972,1.97,1,0.000,0.011,0.989,1.989,1,0.349,0.549,0.101,0.752,2,0.551,0.378,0.071,0.520,3,0.001,0.061,0.938,1.937,1,0.000,0.04,0.956,1.955,1
S154,3,1,1,63,51,12,0,0.03116898148,0.983,0.017,0.000,0.017,3,0.581,0.323,0.096,0.515,3,1.00,0.000,0,0.00,3,0.307,0.336,0.358,1.051,1,0.841,0.154,0.005,0.164,3,0.583,0.339,0.08,0.496,3,1.00,0.00,0,0.00,3,0.760,0.211,0.029,0.27,3,0.447,0.461,0.091,0.644,2,0.849,0.138,0.013,0.163,3,0.964,0.035,0.000,0.036,3,0.617,0.322,0.060,0.443,3,0.848,0.15,0.005,0.157,3
S155,1,2,2,63,28,31,4,0.00000036169,0.022,0.771,0.207,1.185,2,0.004,0.039,0.957,1.953,1,0.91,0.084,0,0.09,3,0.196,0.293,0.512,1.316,1,0.021,0.255,0.723,1.702,1,0.002,0.041,0.96,1.955,1,0.96,0.04,0,0.04,3,0.053,0.297,0.650,1.60,1,0.032,0.274,0.694,1.661,1,0.050,0.426,0.524,1.474,1,0.014,0.219,0.767,1.753,1,0.091,0.354,0.555,1.464,1,0.004,0.12,0.872,1.869,1
S156,2,2,1,63,40,22,1,0.02670138889,0.148,0.811,0.041,0.892,2,0.071,0.257,0.672,1.601,1,0.99,0.010,0,0.01,3,0.227,0.310,0.463,1.236,1,0.577,0.367,0.056,0.479,3,0.007,0.116,0.88,1.870,1,0.99,0.01,0,0.01,3,0.241,0.378,0.381,1.14,1,0.028,0.263,0.709,1.681,1,0.858,0.138,0.003,0.145,3,0.256,0.516,0.228,0.971,2,0.276,0.393,0.331,1.055,2,0.498,0.43,0.074,0.577,3
S157,1,2,2,63,19,44,0,0.02010416667,0.000,0.017,0.983,1.983,1,0.000,0.005,0.995,1.995,1,0.44,0.516,0,0.60,2,0.099,0.229,0.672,1.573,1,0.000,0.011,0.989,1.989,1,0.001,0.038,0.96,1.960,1,0.25,0.72,0,0.77,2,0.003,0.064,0.933,1.93,1,0.001,0.042,0.957,1.956,1,0.008,0.228,0.764,1.755,1,0.001,0.067,0.932,1.930,1,0.011,0.199,0.790,1.779,1,0.000,0.03,0.970,1.970,1
S158,2,2,1,63,37,25,1,0.02870370370,0.605,0.393,0.002,0.396,3,0.393,0.375,0.232,0.839,3,0.99,0.007,0,0.01,3,0.273,0.325,0.402,1.129,1,0.006,0.149,0.845,1.839,1,0.230,0.450,0.32,1.091,2,0.95,0.05,0,0.05,3,0.666,0.259,0.075,0.41,3,0.132,0.457,0.411,1.279,2,0.867,0.127,0.007,0.140,3,0.818,0.173,0.009,0.192,3,0.649,0.280,0.071,0.422,3,0.086,0.42,0.491,1.405,1
S159,3,1,1,63,25,38,0,0.02900462963,0.001,0.197,0.802,1.802,1,0.002,0.020,0.977,1.975,1,0.33,0.556,0,0.78,2,0.121,0.243,0.635,1.514,1,0.000,0.020,0.980,1.980,1,0.007,0.112,0.88,1.873,1,0.46,0.53,0,0.56,2,0.009,0.098,0.893,1.88,1,0.002,0.062,0.936,1.934,1,0.044,0.424,0.532,1.488,1,0.504,0.403,0.093,0.588,3,0.016,0.199,0.785,1.769,1,0.000,0.03,0.967,1.967,1
S160,1,2,2,63,33,29,1,0.00000036169,0.009,0.572,0.418,1.409,2,0.005,0.054,0.941,1.936,1,0.73,0.255,0,0.29,3,0.169,0.275,0.556,1.387,1,0.395,0.421,0.183,0.788,2,0.000,0.016,0.98,1.983,1,0.88,0.12,0,0.12,3,0.017,0.147,0.836,1.82,1,0.141,0.381,0.478,1.337,1,0.618,0.357,0.025,0.406,3,0.541,0.389,0.070,0.529,3,0.019,0.172,0.809,1.790,1,0.013,0.21,0.773,1.759,1
S161,2,2,1,63,27,36,0,0.01505787037,0.001,0.292,0.707,1.705,1,0.000,0.011,0.989,1.988,1,0.77,0.227,0,0.24,3,0.133,0.251,0.616,1.482,1,0.034,0.248,0.717,1.683,1,0.000,0.019,0.98,1.981,1,0.37,0.60,0,0.66,2,0.001,0.050,0.949,1.95,1,0.005,0.097,0.898,1.893,1,0.140,0.579,0.281,1.141,2,0.200,0.487,0.314,1.114,2,0.001,0.054,0.944,1.943,1,0.001,0.05,0.954,1.954,1
S162,3,1,1,63,8,55,0,0.01318287037,0.000,0.000,1.000,2.000,1,0.000,0.004,0.996,1.996,1,0.02,0.402,1,1.56,1,0.097,0.227,0.675,1.578,1,0.000,0.010,0.990,1.990,1,0.000,0.017,0.98,1.983,1,0.00,0.07,1,1.93,1,0.002,0.050,0.948,1.95,1,0.000,0.026,0.973,1.973,1,0.008,0.228,0.764,1.756,1,0.001,0.048,0.952,1.951,1,0.007,0.164,0.829,1.823,1,0.001,0.07,0.927,1.926,1
S163,1,2,2,63,18,45,0,0.01260416667,0.002,0.176,0.822,1.820,1,0.001,0.013,0.987,1.986,1,0.09,0.415,1,1.42,1,0.119,0.242,0.639,1.520,1,0.000,0.019,0.981,1.981,1,0.000,0.018,0.98,1.982,1,0.09,0.73,0,1.09,2,0.011,0.117,0.872,1.86,1,0.000,0.017,0.983,1.983,1,0.041,0.423,0.536,1.495,1,0.022,0.233,0.745,1.723,1,0.027,0.254,0.719,1.692,1,0.001,0.05,0.945,1.945,1
S164,2,2,1,63,22,41,0,0.02240740741,0.001,0.171,0.828,1.826,1,0.001,0.016,0.983,1.981,1,0.17,0.549,0,1.10,2,0.118,0.241,0.640,1.522,1,0.000,0.018,0.981,1.981,1,0.001,0.040,0.96,1.958,1,0.33,0.64,0,0.71,2,0.013,0.127,0.859,1.85,1,0.012,0.137,0.851,1.839,1,0.042,0.423,0.534,1.492,1,0.097,0.417,0.487,1.390,1,0.033,0.283,0.683,1.650,1,0.001,0.07,0.928,1.926,1
S165,3,1,1,63,17,46,0,0.02055555556,0.000,0.003,0.997,1.997,1,0.001,0.021,0.977,1.976,1,0.02,0.402,1,1.56,1,0.098,0.227,0.675,1.577,1,0.000,0.010,0.990,1.990,1,0.000,0.015,0.99,1.985,1,0.03,0.70,0,1.24,2,0.005,0.064,0.931,1.93,1,0.000,0.021,0.979,1.978,1,0.350,0.549,0.101,0.751,2,0.047,0.317,0.636,1.589,1,0.012,0.188,0.800,1.788,1,0.002,0.08,0.914,1.912,1
S166,1,2,2,63,14,49,0,0.01850694444,0.000,0.001,0.999,1.999,1,0.000,0.003,0.997,1.997,1,0.02,0.402,1,1.56,1,0.097,0.227,0.675,1.578,1,0.000,0.010,0.990,1.990,1,0.000,0.003,1.00,1.997,1,0.33,0.65,0,0.70,2,0.001,0.040,0.959,1.96,1,0.000,0.017,0.983,1.983,1,0.008,0.227,0.765,1.757,1,0.147,0.456,0.397,1.250,2,0.004,0.128,0.868,1.864,1,0.000,0.01,0.987,1.987,1
